"date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","yr_built","yr_renovated","city"
2014-06-09,525000,3,2,2330,5350,2,0,0,5,2290,0,1982,0,"aa"
2014-05-06,860000,4,2.5,3950,3839,2,0,0,3,3260,400,2013,1923,"ad"
2014-06-22,810000,3,1.5,2210,4748,2,0,0,4,2210,0,1910,0,"aa"
2014-07-09,1465000,5,5.25,3530,17580,1,0,2,3,2070,1450,1962,2003,"ai"
2014-06-30,408000,5,2.75,2590,10800,1,0,0,4,2590,0,1972,0,"az"
2014-06-12,1184000,4,3,3760,8501,2,0,0,4,4110,0,1980,0,"aw"
2014-07-03,715000,2,1.75,1860,4400,1,0,0,5,1000,880,1924,1934,"aa"
2014-06-11,0,5,2.75,2740,13713,1,0,0,4,1510,1180,1986,0,"bk"
2014-07-08,530000,3,2.5,1420,923,2,0,0,3,1120,270,2007,0,"aa"
2014-07-08,362000,4,2.5,1984,9300,1,0,0,4,1200,800,1976,1992,"aq"
2014-06-23,396500,4,2.5,2700,7992,2,0,0,3,2700,0,1990,2009,"aq"
2014-07-08,650000,3,1.5,1720,5120,1.5,0,0,4,1600,0,1914,1945,"aa"
2014-05-06,379900,6,2,2050,13529,1,0,0,3,1040,940,1950,2008,"aa"
2014-05-07,540000,4,2.25,2270,3477,1.5,0,0,3,1650,660,1911,1998,"aa"
2014-05-22,295000,3,3,1571,1387,2,0,0,3,1280,130,2010,0,"aa"
2014-06-13,513000,3,2.75,1900,8060,1,0,0,5,1010,900,1983,0,"ap"
2014-05-08,260000,6,1,1980,10200,1,0,0,3,1370,650,1959,1989,"ak"
2014-06-20,830000,5,2.25,2820,9002,2,0,0,3,2810,0,1989,0,"ac"
2014-06-09,428000,3,2.5,1240,1252,3,0,0,3,1280,0,2006,0,"aa"
2014-05-12,360000,2,1.5,1660,81892,1,0,0,3,1950,0,1984,0,"af"
2014-05-04,775000,3,2,2350,11914,1,0,0,3,1500,810,1949,1998,"av"
2014-06-17,560000,4,2.5,2800,6278,2,0,0,3,2790,0,1999,0,"ad"
2014-07-01,406000,3,2,1240,10530,1,0,0,3,1240,0,1975,0,"ag"
2014-07-02,540000,4,2.25,2570,7807,1,0,0,4,1300,1250,1952,0,"ac"
2014-06-05,7e+05,4,2.5,2870,5700,2,0,1,3,2860,0,2006,0,"ag"
2014-05-13,550000,5,2.5,2910,13193,2,0,0,4,2910,0,1978,2000,"ao"
2014-06-28,699900,4,2.5,3190,21904,2,0,2,3,3110,0,1996,0,"am"
2014-06-28,475000,3,1.75,1150,7236,1,0,0,4,1150,0,1974,0,"aa"
2014-06-10,135333.333333,2,1,630,15364,1,0,0,3,620,0,1942,2002,"aa"
2014-07-02,329950,4,2.5,2105,6222,2,0,0,3,2110,0,2009,0,"aq"
2014-06-26,775000,4,2.5,2620,4850,2,0,0,5,1860,830,1910,1981,"aa"
2014-06-26,755000,4,3.5,2750,4896,2,0,0,5,1600,1090,1935,0,"aa"
2014-05-09,260000,3,1.75,1370,5858,1,0,0,5,1430,0,1977,0,"ay"
2014-05-09,463000,3,1.75,1270,5112,1,0,3,4,1250,0,1947,1988,"aa"
2014-05-27,1100000,5,2.75,3500,6480,1,0,3,3,2100,1450,1921,2004,"aa"
2014-07-03,575000,4,1.75,2150,10800,1,0,2,4,1370,800,1956,0,"ac"
2014-05-21,250000,3,1.75,1310,9645,1,0,0,3,1310,0,1984,0,"ao"
2014-07-07,775000,6,2.5,2620,10800,2,0,0,5,1860,830,1978,0,"am"
2014-07-10,360000,4,2,1920,12821,1,0,0,4,1470,420,1978,2000,"ae"
2014-06-02,404000,3,1.5,1690,15500,1,0,0,3,1651,0,1958,2004,"ae"
2014-06-17,449950,4,2,2240,6500,1,0,0,3,980,1080,1948,1994,"aa"
2014-06-27,212700,3,1.75,1340,9600,1,0,0,3,1340,0,1981,2013,"af"
2014-06-18,299000,4,2.5,3490,6863,2,0,0,3,3150,820,2004,2003,"af"
2014-07-01,6e+05,2,1,910,4635,1,0,0,5,910,0,1916,1956,"aa"
2014-05-30,2400000,3,2.5,4460,28078,2,0,3,3,3550,1120,2004,2003,"bk"
2014-06-19,437000,3,1.75,2410,10002,1,0,0,4,1960,540,1968,0,"ae"
2014-05-22,480000,3,2.5,1600,6765,2,0,0,4,1600,0,1991,0,"aa"
2014-05-13,413000,4,1,1320,4000,1,0,0,3,870,450,1939,1969,"aa"
2014-05-13,415000,4,1.75,2190,19876,1,0,0,3,1180,1050,1956,2000,"ad"
2014-06-28,339900,2,1.75,1550,20000,1,0,0,3,1520,0,1952,2008,"af"
2014-06-17,171224.8,2,1,1200,11100,1,0,0,4,1200,0,1928,0,"bf"
2014-07-10,6e+05,7,4,1960,2440,2,0,0,3,1910,0,2007,0,"aa"
2014-06-11,292000,4,3,2390,7693,2,0,0,3,2380,0,2002,0,"af"
2014-06-04,161700,2,1,740,5360,1,0,0,3,730,0,1947,2012,"aa"
2014-07-05,1200000,6,4.5,6040,53330,1,0,3,3,3810,1700,1994,0,"ag"
2014-05-12,156000,2,1,810,5200,1.5,0,0,3,810,0,1927,0,"aa"
2014-06-05,255000,3,1.75,1460,6250,1,0,0,2,870,650,1965,0,"ai"
2014-07-08,205000,3,1.75,1070,8179,1,0,0,3,1070,0,1957,2001,"af"
2014-05-06,475000,3,2,1410,13468,1,0,0,4,1320,240,1968,0,"am"
2014-05-19,429000,2,1,840,5000,1,0,0,5,820,0,1906,0,"aa"
2014-06-04,190000,5,2,1910,13500,1,0,0,3,930,960,1996,0,"ay"
2014-06-09,649950,4,2.5,2690,13458,2,0,0,3,2690,0,1992,0,"ag"
2014-05-28,355000,4,1.5,2520,11200,1,0,0,4,1300,1290,1971,0,"ad"
2014-07-03,2351956,5,4.75,5780,8401,2,0,0,3,5584,1650,2006,0,"ac"
2014-05-05,830000,4,2.5,2830,5750,2,0,0,3,2830,0,2014,0,"am"
2014-05-16,799000,4,2.25,2280,10495,1,0,0,4,1440,690,1973,0,"ar"
2014-06-23,664950,4,2.75,2690,4160,2,0,0,3,2690,0,2014,0,"ag"
2014-06-22,565000,2,2,1580,7416,1,0,0,4,1250,360,1924,0,"aa"
2014-07-02,475000,4,2.5,1980,7345,2,0,0,3,1982,0,1989,0,"ae"
2014-07-02,540000,3,2,1970,9594,1,0,0,4,1910,0,1961,2001,"ai"
2014-05-14,955000,4,2.5,3370,7920,2,0,0,3,3370,0,1999,0,"ag"
2014-05-15,695000,3,2.5,4560,16015,2,0,0,4,4230,0,1989,0,"ag"
2014-06-04,437000,2,1,1230,3800,1,0,0,5,1060,130,1944,0,"aa"
2014-07-09,359000,3,1.5,1650,4980,1,0,0,3,1670,0,1957,2001,"aa"
2014-07-03,605000,3,2.5,2670,4613,2,0,0,3,2670,0,2012,1912,"au"
2014-06-23,288500,5,2,2120,8712,1,0,0,4,2030,0,1966,0,"az"
2014-05-21,330000,3,1,1220,4950,1,0,3,3,1140,130,1964,2000,"ac"
2014-06-25,1150000,4,3.5,4660,21870,2,0,0,3,4460,0,1997,0,"aw"
2014-06-24,210000,3,2,1170,6552,1,0,0,3,1110,0,1959,1989,"aa"
2014-05-16,238000,3,1,1390,6032,1,0,0,4,630,650,1940,2001,"aa"
2014-05-21,535000,4,2,2050,7972,1,0,0,5,1130,940,1956,0,"aa"
2014-05-28,285000,3,2.5,1600,9626,2,0,0,3,1600,0,1989,0,"az"
2014-06-26,826000,3,2.25,2120,75794,1,0,1,3,2050,0,1997,0,"aj"
2014-06-13,3e+05,4,3,2100,6355,2,0,0,3,2030,0,2001,0,"aq"
2014-06-25,1700000,4,3,4250,9583,2,0,2,3,3710,0,2001,0,"ac"
2014-06-02,199950,3,1.5,2200,9371,1,0,0,4,1090,1090,1962,0,"af"
2014-05-20,1690000,3,2.5,2190,13367,1,0,0,3,1100,1090,1949,2013,"aa"
2014-06-16,542525,3,1.5,2600,88426,1,0,0,3,1810,780,1953,0,"ac"
2014-05-16,619000,4,2,2280,7005,1,0,0,3,1130,1130,1967,2011,"aa"
2014-06-30,265000,3,2.5,1530,15639,2,0,0,3,1360,150,1988,2000,"bn"
2014-07-03,395000,3,1.75,1730,8640,1,0,0,3,920,810,1950,1992,"ad"
2014-06-12,1240000,4,2.5,2630,11394,1,0,0,3,1760,890,1921,2006,"ac"
2014-05-06,762300,4,2.5,3880,7000,2,0,0,3,3260,630,2005,0,"ad"
2014-05-07,314950,2,1,860,7954,1,0,0,5,870,0,1955,0,"aa"
2014-06-16,340000,2,2.5,1240,3068,2,0,0,3,1060,200,2014,0,"ap"
2014-05-15,613000,4,2,2260,5650,1.5,0,0,4,1780,570,1945,0,"aa"
2014-05-15,1255000,4,2.5,3200,16920,1.5,0,0,5,2600,570,1966,0,"ac"
2014-06-11,276900,4,2.25,2130,11266,2,0,0,3,2120,0,1988,2000,"az"
2014-05-21,325000,4,3.5,3150,12353,2,0,0,3,2450,880,1999,0,"af"
2014-06-02,316000,3,2.25,1352,8912,2,0,0,3,1340,0,1987,2000,"ad"
2014-05-22,408000,2,1.75,1710,4080,2,0,0,3,1670,0,1920,2001,"aa"
2014-05-30,735000,4,2.75,1750,4000,1,0,0,5,880,840,1964,0,"aa"
2014-05-27,535000,4,2,1640,7437,1,0,0,3,1740,0,1971,0,"aa"
2014-05-05,3e+05,3,1,1450,7830,1,0,0,5,1440,0,1941,0,"ak"
2014-06-19,385000,3,1.5,1530,5120,1,0,0,5,830,700,1940,0,"aa"
2014-05-07,230000,3,2.5,2060,37565,1,0,0,4,1790,230,1979,0,"ap"
2014-06-19,399888,3,1,1430,8450,1,0,0,4,1460,0,1956,0,"aa"
2014-06-20,970500,4,2.25,4200,175421,1,0,1,3,3200,2060,2006,0,"am"
2014-06-26,460000,4,2.5,2830,8346,2,0,0,3,2820,0,2014,0,"ad"
2014-06-09,579000,4,2.5,3140,11375,2,0,0,3,3160,0,2001,0,"ao"
2014-05-15,497000,3,2,2020,4000,2,0,0,3,1990,0,1900,0,"aa"
2014-06-18,206000,2,1.5,1490,8867,1,0,0,4,1530,0,1941,1998,"af"
2014-06-30,1095000,4,1.75,1440,4800,1.5,0,2,3,1444,150,1929,1997,"aa"
2014-05-27,830000,5,2,2740,6600,1,0,3,3,1500,1190,1950,2005,"aa"
2014-05-19,611000,3,2,2540,41343,1,0,2,4,2500,0,1979,2011,"ag"
2014-05-29,155000,2,1,1150,17334,1,0,0,4,880,290,1967,0,"az"
2014-07-08,2458000,5,4.5,4850,21000,2,0,0,3,4260,0,2005,0,"bk"
2014-06-24,839000,4,2.5,3170,7119,2,0,0,3,3150,0,2014,0,"av"
2014-05-06,483500,5,2.5,2710,33976,1,0,0,4,1750,1030,1968,0,"ap"
2014-06-30,972000,4,3,3460,7494,2,0,0,3,3430,0,2006,0,"ap"
2014-06-09,250250,3,1.75,1440,45302,1,0,0,4,1470,0,1969,0,"aq"
2014-06-26,225500,3,2,1400,7030,1,0,0,5,1400,0,1968,0,"af"
2014-05-20,1100000,3,2.5,2920,12130,2,0,1,3,2260,630,1990,2009,"ac"
2014-05-29,436500,2,1,990,4400,1,0,0,3,980,0,1945,2010,"aa"
2014-05-02,555000,4,3,3310,12447,1,0,0,3,1750,1540,1988,2000,"am"
2014-06-18,4489000,4,3.5,5550,8401,2,0,0,3,5430,0,2008,0,"ac"
2014-06-11,292000,5,2.75,2270,7412,1,0,0,3,1100,1140,1999,0,"ay"
2014-07-10,880000,4,2.5,3180,38865,1.5,0,0,5,2480,750,1966,0,"ae"
2014-05-26,880000,3,1.75,1670,4500,1.5,0,0,4,2080,0,1901,0,"aa"
2014-06-10,659500,3,1.75,2050,9000,1,0,0,5,1769,290,1961,0,"ac"
2014-06-16,427000,3,2.5,1420,923,3,0,0,3,1410,0,2008,0,"aa"
2014-06-18,1160000,4,3.75,3400,6551,2.5,0,0,3,3150,780,2004,2003,"aa"
2014-06-16,285500,3,1,1280,6180,1.5,0,0,3,1270,0,1948,1994,"al"
2014-07-01,460000,3,2.25,2580,47916,2,0,0,3,2570,0,1985,0,"aq"
2014-07-01,3e+05,3,2.25,1780,5128,2,0,0,3,1780,0,2006,0,"aq"
2014-05-08,295000,2,2,1651,37904,1,0,0,2,1230,490,1962,0,"af"
2014-05-28,215000,3,2.25,1640,6000,1,0,0,3,1010,690,1965,1993,"ai"
2014-06-16,460000,3,3.25,1480,1249,2,0,0,3,1090,370,2007,0,"aa"
2014-05-29,525000,5,2.75,1800,5962,2,0,0,3,1800,0,2005,0,"au"
2014-06-11,330000,4,2.75,1830,9244,1,0,0,4,1900,0,1966,0,"aq"
2014-05-14,372977,4,1.75,1560,4980,1,0,0,4,860,610,1942,1982,"aa"
2014-05-20,3e+05,2,1,720,423838,1,1,4,2,720,0,1958,0,"ak"
2014-06-24,859000,4,2.75,3280,24440,2,0,0,3,3290,0,1985,0,"aj"
2014-07-02,690000,4,2.75,3360,6675,2,0,0,3,3360,0,2004,2003,"ah"
2014-05-14,1400000,3,2.25,3000,12420,1.5,0,2,4,2480,500,1966,0,"ae"
2014-06-05,499950,4,2.75,2670,36445,2,0,0,4,2670,0,1980,0,"ag"
2014-07-10,505000,2,1,900,9219,1,0,0,5,900,0,1921,1984,"af"
2014-06-23,8e+05,3,1.75,2110,3880,1,0,0,5,1140,1040,1917,0,"aa"
2014-06-19,899000,5,3.5,3530,7200,2.5,0,0,3,2550,1120,1988,2000,"ae"
2014-05-29,723000,4,2.5,2700,9157,2,0,0,3,2700,0,1984,0,"ag"
2014-05-28,429000,4,2.5,2360,6250,2,0,0,3,2360,0,2003,0,"au"
2014-05-20,194000,2,1,1300,7200,1,0,0,3,1300,0,1943,1999,"aa"
2014-06-05,395000,4,2.75,2420,15349,1,0,0,4,2240,0,1942,1958,"aq"
2014-06-19,265000,4,1.75,2080,15681,1,0,0,3,1230,900,1956,2000,"ak"
2014-06-12,1325000,5,2.25,3070,127631,2,0,0,5,3070,0,1921,1981,"ba"
2014-06-17,738500,2,1,3064,478288,1.5,1,4,3,3580,0,1970,2014,"aj"
2014-06-25,395000,3,2.25,1920,3840,2,0,0,3,1930,0,2004,2003,"ay"
2014-06-25,308000,3,1.75,1700,10150,1,0,0,3,1330,370,1957,2001,"ai"
2014-06-16,445000,2,1,1140,3500,1.5,0,0,3,1140,0,1924,1954,"aa"
2014-05-20,749950,4,2.5,2940,4500,2,0,0,3,2950,0,2014,0,"ag"
2014-06-24,343500,3,1,1480,8890,1,0,0,3,1460,0,1956,2000,"ak"
2014-06-26,235867,4,2,1450,8450,1.5,0,0,4,1440,0,1953,1983,"ak"
2014-06-02,635000,3,2.5,2410,14400,2,0,0,3,2400,0,2000,0,"ae"
2014-05-06,762300,4,2.5,3180,20301,2,0,0,4,3190,0,1966,0,"ae"
2014-05-09,312000,3,1,1430,8100,1,0,0,3,1520,0,1959,1989,"aa"
2014-06-25,346500,2,2.25,1610,10240,1,0,0,3,1780,0,1972,2002,"aj"
2014-06-06,510000,3,1.75,1480,7293,1,0,0,3,1480,0,1955,2005,"ac"
2014-06-26,772650,4,2.5,2620,18295,2,0,0,3,2620,0,1986,0,"ab"
2014-06-12,248000,4,2.5,2330,6270,2,0,0,3,2320,0,1993,0,"ao"
2014-06-04,364950,3,1.75,1510,45302,1,0,0,3,1530,0,1977,2004,"ah"
2014-05-23,550000,4,3,2830,18199,2,0,0,3,2830,0,1993,0,"ag"
2014-05-27,751750,2,2.5,3100,23790,2,0,0,3,3120,0,1987,2000,"am"
2014-07-09,416904.166667,4,2.75,3000,7350,2,0,0,4,3000,0,1990,0,"an"
2014-05-23,535000,3,3.5,1710,2262,2,0,0,3,1210,430,2004,2003,"aa"
2014-07-03,290000,3,1.5,1890,7500,1.5,0,0,4,2120,0,1947,1988,"ai"
2014-07-02,355000,4,2.5,2550,7859,2,0,0,3,2600,0,2003,0,"af"
2014-05-21,1550000,3,2.75,4310,32093,1.5,0,0,3,2300,1800,1977,2004,"ac"
2014-05-13,777000,4,2.5,3310,5404,2,0,0,3,3310,0,2006,0,"am"
2014-05-04,365000,3,1.75,1650,4500,1,0,0,4,940,680,1928,0,"aa"
2014-06-25,260000,4,1.5,2310,7672,1,0,0,4,1630,660,1953,1983,"ai"
2014-06-04,219950,3,1.5,1650,4875,1,0,0,4,940,720,1947,1988,"aa"
2014-05-13,319000,3,2.5,2220,7294,2,0,0,4,2220,0,1976,1992,"bf"
2014-06-23,165000,3,1.5,1270,6600,1,0,0,4,1060,190,1954,1979,"ak"
2014-06-05,547000,4,2.5,2260,12753,1,0,0,3,1890,330,1923,1998,"aa"
2014-05-27,585000,4,2.5,2550,12032,1,0,0,4,1510,960,1974,0,"am"
2014-06-16,699850,5,3.75,3490,9600,2,0,0,3,2630,870,2008,0,"ae"
2014-05-02,790000,3,2.5,3030,158558,1,0,0,3,3200,0,1997,0,"bi"
2014-06-05,799000,4,3.25,3590,8327,2,0,1,3,2460,1030,2009,0,"aa"
2014-06-27,710000,3,2.5,2080,7519,1,0,0,5,1130,1040,1948,1985,"aa"
2014-06-04,371000,3,1,960,6700,1,0,0,3,960,0,1955,2005,"ab"
2014-06-18,711000,3,2.75,2500,7378,1,0,0,3,1390,1230,1962,2004,"ac"
2014-06-30,1e+05,2,1,660,15000,1.5,0,0,3,680,0,1979,2014,"bd"
2014-06-13,950000,5,2,2520,6000,1,0,1,5,1600,940,1901,0,"aa"
2014-07-09,450000,5,3,2230,8925,1,0,0,4,2090,0,1955,2009,"ac"
2014-06-09,750000,4,2.75,2600,4674,1,0,0,3,1890,610,1967,2011,"aa"
2014-07-02,550607.142857,4,3.5,2740,17377,2,0,0,3,1600,1190,2001,0,"aw"
2014-07-09,599000,4,2.75,3670,27591,2,0,0,3,3670,0,1995,0,"am"
2014-06-30,2065000,4,3.5,4660,8050,2,0,2,3,3850,560,1999,0,"aq"
2014-06-16,565000,5,2.75,3640,5639,2,0,0,3,3560,0,2001,0,"ad"
2014-06-10,571000,3,2.5,2380,3713,2,0,0,3,2160,100,1994,0,"ap"
2014-07-01,1020000,3,2.25,3000,11665,1,0,1,4,1400,1400,1967,0,"ae"
2014-05-16,433000,4,2.5,2430,15349,2,0,0,4,2420,0,1990,0,"ao"
2014-06-20,2e+05,3,1.5,1360,8160,1,0,0,4,1350,0,1957,2001,"af"
2014-06-25,330000,3,2.5,2390,34041,2,0,0,3,2350,0,1991,0,"af"
2014-05-02,805000,4,2.5,2790,5875,1,0,3,3,1470,1350,1955,2005,"aa"
2014-06-26,270000,3,2.5,1610,6263,2,0,0,3,1610,0,1990,2009,"az"
2014-07-09,443000,5,3,3000,37011,1,0,0,4,1680,1340,1977,0,"al"
2014-05-06,562000,3,2.25,2010,5948,1,0,0,3,1280,720,1944,0,"aa"
2014-06-13,697000,4,2.5,3290,35400,2,0,0,4,3280,0,1986,0,"aj"
2014-06-02,580000,5,2.75,3990,13800,2,0,2,3,3760,0,1989,0,"aj"
2014-05-23,218000,3,1.75,1340,9645,1,0,0,5,1340,0,1968,0,"af"
2014-05-08,437000,3,1.75,1090,4250,1,0,0,3,1080,0,1952,2008,"ac"
2014-05-23,439950,3,2.5,1590,1131,2,0,0,3,1400,290,2005,0,"aa"
2014-06-16,150000,3,1.5,1220,53143,1,0,0,2,1220,0,1945,0,"aq"
2014-05-09,583000,5,1.75,2120,4650,1,0,0,3,1030,1040,1951,1994,"aa"
2014-06-19,799000,3,3.5,2790,206474,2,0,0,3,2780,0,1996,0,"at"
2014-06-02,661000,4,2.5,2560,5500,2,0,0,3,2550,0,2001,0,"ag"
2014-07-08,148000,3,1.5,1940,7688,1,0,0,4,1300,740,1954,1979,"ac"
2014-05-16,445000,3,2.75,2600,5612,1.5,0,0,3,1410,1260,1906,2014,"aa"
2014-06-17,382500,3,2,1230,6500,1,0,0,4,1220,0,1966,0,"ae"
2014-05-28,799000,4,3,2580,4000,1,0,0,3,1890,670,1976,0,"aa"
2014-06-24,1215000,4,1.75,3140,13470,2,0,0,5,3160,0,1948,0,"aa"
2014-05-12,582000,4,1.75,3290,11446,1,0,0,3,2210,960,1974,0,"aa"
2014-05-06,535000,5,2.75,2630,5203,1.5,0,0,4,1410,1250,1921,0,"aa"
2014-06-26,320000,3,2,2140,14915,1,0,0,5,1970,360,1959,0,"ai"
2014-06-09,378500,4,1.75,1720,7800,1,0,0,3,1290,380,1968,1990,"ae"
2014-05-23,3e+05,3,1,910,8280,1,0,0,3,910,0,1954,2005,"ai"
2014-05-28,435000,2,1,990,4802,1,0,0,5,990,0,1905,0,"aa"
2014-05-16,370000,4,1.75,1960,10200,1,0,0,4,1020,990,1962,0,"au"
2014-05-28,341750,3,1.75,2420,6000,1.5,0,0,3,2250,0,1921,1968,"aa"
2014-05-20,551000,3,2,1810,4539,1,0,0,4,890,950,1942,1982,"aa"
2014-06-09,605000,4,2.25,2400,38141,1,0,3,4,2430,0,1958,1972,"ar"
2014-05-27,488000,4,1.75,1670,4080,1.5,0,0,3,1460,0,1906,2014,"aa"
2014-07-08,1675000,4,3,4140,32093,2,0,0,3,4180,0,1977,2004,"ac"
2014-05-02,750000,4,2.5,2610,3345,1.5,0,0,3,1750,890,1912,2006,"aa"
2014-06-30,436500,4,2.5,2160,11200,2,0,0,3,2160,0,1993,0,"ai"
2014-06-24,391400,3,2.5,2590,4540,2,0,0,3,2590,0,2009,0,"af"
2014-06-23,310000,3,2.5,2090,9625,1,0,0,4,1180,860,1979,0,"ad"
2014-05-23,9e+05,4,3.5,3120,14300,2,0,0,3,3090,0,1985,0,"aj"
2014-07-08,330000,4,2.5,1910,9643,2,0,0,4,1910,0,1992,0,"aq"
2014-06-11,619400,2,2.5,2134,3600,2,0,0,3,2220,0,1998,2006,"ap"
2014-06-13,849900,4,3.5,2500,4125,1.5,0,0,5,1520,1000,1927,1984,"aa"
2014-06-04,532000,3,2.5,2210,17240,1,0,0,4,1100,1110,1964,0,"ar"
2014-05-02,335000,4,2.5,1890,6807,2,0,0,3,1880,0,2000,0,"ay"
2014-05-22,431500,3,2.5,1495,5008,2,0,0,3,1480,0,2010,0,"ab"
2014-06-18,175000,4,1,1120,6300,1.5,0,0,3,1150,0,1927,2011,"aa"
2014-06-02,305000,2,2.5,1590,4000,2,0,0,3,1590,0,2012,1912,"aj"
2014-07-03,850000,3,2,2870,6600,2,0,0,4,2710,550,1908,0,"aa"
2014-06-19,590300,3,1,1580,5750,1.5,0,0,5,1580,140,1946,0,"aa"
2014-05-29,565000,4,2.5,2060,6034,2,0,0,3,2070,0,2002,0,"ag"
2014-07-02,310000,3,1.75,1790,7650,1.5,0,0,3,2120,0,2002,0,"af"
2014-05-20,699000,4,2.5,3010,4887,2,0,0,3,3060,0,2012,1912,"ag"
2014-06-10,695000,3,3.25,1540,1592,2,0,0,3,1240,340,2008,0,"aa"
2014-06-24,194000,3,1.5,1330,7600,1,0,0,3,1370,0,1960,2012,"af"
2014-05-29,525000,5,2.25,2230,7665,2,0,0,3,2240,0,1980,0,"ay"
2014-07-01,382500,3,1.75,1040,9072,1,0,0,4,1040,0,1951,1999,"bj"
2014-05-22,240015.333333,4,2,1570,8000,1.5,0,0,3,1580,0,1983,2009,"az"
2014-05-27,344950,4,2.5,1800,5453,2,0,2,3,1800,0,2003,0,"ah"
2014-05-31,693000,3,2.75,2540,7505,1,0,0,5,1890,700,1977,0,"ae"
2014-07-10,720000,2,1.75,1360,3600,1,0,0,3,1350,0,2004,2003,"ap"
2014-06-02,298000,3,1,960,9400,1.5,0,0,4,960,0,1944,0,"aa"
2014-05-27,540000,4,2.5,2030,10500,1,0,0,4,1450,620,1958,1972,"ac"
2014-06-13,845000,4,2.5,2750,8642,2,0,0,3,2760,0,1988,2000,"az"
2014-06-09,345000,3,1.75,1370,8336,1,0,0,3,1180,0,1954,2005,"ai"
2014-05-11,1033888,4,3.25,3750,10920,3,0,0,3,3130,780,1998,2006,"ag"
2014-06-17,854000,4,2.5,3190,8097,2,0,0,3,3200,0,2004,2003,"ag"
2014-07-09,305000,3,1.75,1580,9720,1,0,0,3,1040,570,1965,1993,"al"
2014-05-20,396675,3,1.5,1220,3760,1.5,0,0,4,1210,0,1900,1971,"aa"
2014-05-29,246500,3,2,1330,5200,1,0,0,4,1370,0,1960,2001,"aa"
2014-06-18,825000,4,3.5,4500,5104,2.5,0,1,3,3990,660,2008,0,"ap"
2014-05-14,682000,5,2.5,3100,9825,2,0,0,3,3120,0,2008,0,"ay"
2014-05-20,3e+05,3,1,1180,11919,1,0,0,4,1110,0,1958,1972,"ak"
2014-06-19,435000,3,2.25,1230,1406,2,0,0,3,1200,0,2010,0,"aa"
2014-05-28,840500,3,1.5,2170,16600,1,0,0,3,1400,820,1958,2004,"ac"
2014-05-19,464000,2,1.5,1295,9647,1,0,0,3,1310,0,1975,0,"am"
2014-05-19,307000,2,2.25,1530,6083,1,0,0,3,990,560,1942,2002,"aa"
2014-05-29,635200,3,2.5,2300,4079,2,0,0,4,1400,980,1991,0,"aa"
2014-06-12,315000,2,1,740,6687,1,0,0,3,740,0,1920,2001,"aa"
2014-05-15,575000,2,1,1140,5527,1,0,0,3,970,110,1925,2000,"aa"
2014-06-09,743700,3,1.75,1990,3800,1,0,0,3,1230,790,1947,2011,"aa"
2014-06-27,410000,3,2,1400,45738,1.5,0,0,3,1400,0,1988,2000,"ag"
2014-05-16,375000,3,2.5,1690,7496,1,0,0,3,1060,580,1959,1989,"aa"
2014-06-24,360000,4,2,1630,7884,1.5,0,0,3,1520,0,1969,2002,"ad"
2014-05-19,485000,3,2.25,1670,1596,2,0,0,3,1360,280,2004,2003,"aa"
2014-05-22,480000,4,2.25,2140,9000,1,0,0,4,1460,690,1979,0,"ab"
2014-06-24,325000,3,2.25,1352,8505,2,0,0,3,1330,0,1986,0,"aj"
2014-06-25,725000,6,2.75,2700,9313,1,0,0,5,1380,1320,1959,0,"aa"
2014-06-09,550000,3,2,1700,4140,2,0,0,3,1710,0,1922,2008,"aa"
2014-06-11,465000,4,2.5,2000,6555,2,0,0,3,2000,0,2004,2003,"ab"
2014-05-04,331950,4,2.5,2530,7210,2,0,0,3,2540,0,1993,0,"az"
2014-06-10,149500,3,1,1210,103237,1,0,0,4,1210,0,1945,0,"aa"
2014-06-26,334888,3,2.25,1800,10453,1,0,2,3,1290,480,1993,0,"ai"
2014-06-17,247200,3,1,860,18205,1,0,0,3,870,0,1968,1997,"at"
2014-06-19,520000,3,1.75,1550,7200,1,0,0,5,1330,200,1967,0,"aa"
2014-07-02,660500,3,2,2140,9786,1,0,0,3,1880,400,1981,2013,"ac"
2014-05-02,445700,3,2.25,1680,8030,2,0,0,4,1680,0,1977,0,"ae"
2014-06-05,356000,3,1,950,8855,1,0,0,3,950,0,1969,2010,"au"
2014-07-03,554950,3,2.25,1860,9670,1,0,0,3,1980,0,1969,2010,"ac"
2014-05-06,655500,3,1,980,12305,1.5,0,0,3,980,0,1910,2006,"aa"
2014-07-03,6e+05,4,1,1660,1526,2,0,0,3,1150,540,2012,1912,"ap"
2014-05-06,295000,3,1,1260,2500,1.5,0,0,3,1270,0,1933,1969,"aa"
2014-07-08,469950,4,2.5,2040,6660,2,0,0,3,2040,0,2001,0,"au"
2014-06-23,399950,3,1.75,1270,1320,3,0,0,3,1270,0,2006,0,"aa"
2014-06-05,450000,3,2,1330,3731,1,0,0,3,950,280,1919,2001,"aa"
2014-06-16,265000,2,1,790,11100,1,0,0,3,790,0,1910,1986,"ak"
2014-05-06,455000,3,2.5,1590,1614,2,0,0,3,1590,0,2014,0,"ap"
2014-06-06,837219,3,2.25,2280,23900,1,0,0,4,2430,0,1977,0,"av"
2014-06-16,1735000,3,2.25,3060,3000,2,0,0,3,2470,570,2005,0,"aa"
2014-05-28,840000,4,2.75,2300,5832,1.5,0,0,4,1500,790,1945,0,"aa"
